Work-In-Progress list (244 entries)
===================================

========================================================================== ==============================
Filename                                                                   Pending PR
hw/ip/alert_handler/dv/env/seq_lib/alert_handler_common_vseq.sv            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/alert_handler/dv/env/seq_lib/alert_handler_random_alerts_vseq.sv     `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/alert_handler/dv/env/alert_handler_env_cov.sv                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/top_earlgrey/ip/alert_handler/dv/alert_handler_env_pkg__params.sv       `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/esc_sender_driver.sv                              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/alert_esc_probe_if.sv                             `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/alert_esc_agent_cov.sv                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/alert_esc_base_driver.sv                          `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/alert_esc_sequencer.sv                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/alert_esc_base_monitor.sv                         `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/alert_esc_agent_pkg.sv                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/alert_esc_agent_cfg.sv                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/seq_lib/alert_sender_seq.sv                       `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/seq_lib/alert_receiver_seq.sv                     `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/seq_lib/alert_receiver_alert_rsp_seq.sv           `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/seq_lib/alert_sender_ping_rsp_seq.sv              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/seq_lib/esc_receiver_esc_rsp_seq.sv               `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/alert_esc_agent/alert_esc_seq_item.sv                             `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/pwrmgr/rtl/pwrmgr_cdc.sv                                             `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/pwrmgr/rtl/pwrmgr_wake_info.sv                                       `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/pwrmgr/rtl/pwrmgr_cdc_pulse.sv                                       `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/pwrmgr/rtl/pwrmgr_slow_fsm.sv                                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/pwrmgr/rtl/pwrmgr_fsm.sv                                             `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/rtl/otp_ctrl_lfsr_timer.sv                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/rtl/otp_ctrl_ecc_reg.sv                                     `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/rtl/otp_ctrl_token_const.sv                                 `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/dv/tests/otp_ctrl_base_test.sv                              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/dv/tests/otp_ctrl_test_pkg.sv                               `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/dv/env/otp_ctrl_env_cov.sv                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/dv/env/otp_ctrl_virtual_sequencer.sv                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/dv/env/seq_lib/otp_ctrl_common_vseq.sv                      `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/dv/env/seq_lib/otp_ctrl_stress_all_vseq.sv                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/dv/env/seq_lib/otp_ctrl_test_access_vseq.sv                 `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/dv/env/seq_lib/otp_ctrl_parallel_base_vseq.sv               `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/dv/env/seq_lib/otp_ctrl_vseq_list.sv                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/dv/env/seq_lib/otp_ctrl_parallel_key_req_vseq.sv            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/otp_ctrl/dv/env/seq_lib/otp_ctrl_wake_up_vseq.sv                     `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/rtl/keymgr_sideload_key.sv                                    `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/rtl/keymgr_input_checks.sv                                    `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/rtl/keymgr_reseed_ctrl.sv                                     `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/rtl/keymgr_cfg_en.sv                                          `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/tests/keymgr_test_pkg.sv                                   `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/tests/keymgr_base_test.sv                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/env/keymgr_virtual_sequencer.sv                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/env/seq_lib/keymgr_vseq_list.sv                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/env/seq_lib/keymgr_common_vseq.sv                          `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/env/seq_lib/keymgr_kmac_rsp_err_vseq.sv                    `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/env/seq_lib/keymgr_sideload_vseq.sv                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/env/seq_lib/keymgr_hwsw_invalid_input_vseq.sv              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/env/seq_lib/keymgr_smoke_vseq.sv                           `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/env/seq_lib/keymgr_stress_all_vseq.sv                      `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/env/seq_lib/keymgr_sw_invalid_input_vseq.sv                `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/env/seq_lib/keymgr_cmd_invalid_vseq.sv                     `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/env/keymgr_env_cov.sv                                      `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/keymgr/dv/env/keymgr_env_cfg.sv                                      `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/csrng/rtl/csrng.sv                                                   `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/csrng/rtl/csrng_pkg.sv                                               `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/csrng/dv/tests/csrng_base_test.sv                                    `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/csrng/dv/tests/csrng_test_pkg.sv                                     `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/csrng/dv/env/csrng_env_pkg.sv                                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/csrng/dv/env/csrng_virtual_sequencer.sv                              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/csrng/dv/env/seq_lib/csrng_smoke_vseq.sv                             `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/csrng/dv/env/seq_lib/csrng_vseq_list.sv                              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/csrng/dv/env/seq_lib/csrng_base_vseq.sv                              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/csrng/dv/env/seq_lib/csrng_common_vseq.sv                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/csrng/dv/env/csrng_env_cov.sv                                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_host/dv/sva/spi_host_bind.sv                                     `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_host/dv/tests/spi_host_base_test.sv                              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_host/dv/tests/spi_host_test_pkg.sv                               `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_host/dv/tb.sv                                                    `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_host/dv/env/spi_host_env_cfg.sv                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_host/dv/env/spi_host_virtual_sequencer.sv                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_host/dv/env/spi_host_env_pkg.sv                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_host/dv/env/spi_host_seq_cfg.sv                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_host/dv/env/spi_host_env_cov.sv                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_host/dv/env/seq_lib/spi_host_smoke_vseq.sv                       `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_host/dv/env/seq_lib/spi_host_common_vseq.sv                      `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_host/dv/env/seq_lib/spi_host_vseq_list.sv                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/rtl/spi_cmdparse.sv                                       `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/rtl/spi_s2p.sv                                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/rtl/spi_p2s.sv                                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/tests/spi_device_test_pkg.sv                           `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/tests/spi_device_base_test.sv                          `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/env/spi_device_env_cov.sv                              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/env/spi_device_virtual_sequencer.sv                    `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/env/spi_device_env.sv                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/env/spi_device_env_pkg.sv                              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/env/spi_device_env_cfg.sv                              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/env/seq_lib/spi_device_fifo_full_vseq.sv               `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/env/seq_lib/spi_device_extreme_fifo_size_vseq.sv       `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/env/seq_lib/spi_device_fifo_underflow_overflow_vseq.sv `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/env/seq_lib/spi_device_dummy_item_extra_dly_vseq.sv    `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/env/seq_lib/spi_device_vseq_list.sv                    `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/env/seq_lib/spi_device_common_vseq.sv                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/spi_device/dv/tb/tb.sv                                               `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/spi_agent_pkg.sv                                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/spi_device_driver.sv                                    `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/spi_host_driver.sv                                      `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/spi_agent.sv                                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/spi_monitor.sv                                          `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/spi_driver.sv                                           `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/spi_agent_cov.sv                                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/spi_item.sv                                             `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/spi_if.sv                                               `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/seq_lib/spi_base_seq.sv                                 `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/seq_lib/spi_device_seq.sv                               `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/seq_lib/spi_seq_list.sv                                 `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/seq_lib/spi_host_seq.sv                                 `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/spi_sequencer.sv                                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/spi_agent/spi_agent_cfg.sv                                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/rtl/i2c.sv                                                       `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/tests/i2c_base_test.sv                                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/tests/i2c_test_pkg.sv                                         `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/i2c_env_cfg.sv                                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/i2c_env_pkg.sv                                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/i2c_virtual_sequencer.sv                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/i2c_env.sv                                                `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/i2c_seq_cfg.sv                                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/seq_lib/i2c_smoke_vseq.sv                                 `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/seq_lib/i2c_perf_vseq.sv                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/seq_lib/i2c_vseq_list.sv                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/seq_lib/i2c_fifo_watermark_vseq.sv                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/seq_lib/i2c_common_vseq.sv                                `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/seq_lib/i2c_fifo_full_vseq.sv                             `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/seq_lib/i2c_stress_all_vseq.sv                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/seq_lib/i2c_fifo_overflow_vseq.sv                         `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/env/i2c_env_cov.sv                                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/i2c/dv/tb/tb.sv                                                      `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/i2c_agent/i2c_if.sv                                               `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/i2c_agent/i2c_agent_pkg.sv                                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/i2c_agent/i2c_agent.sv                                            `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/i2c_agent/i2c_sequencer.sv                                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/i2c_agent/i2c_item.sv                                             `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/i2c_agent/i2c_agent_cfg.sv                                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/i2c_agent/i2c_agent_cov.sv                                        `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/i2c_agent/seq_lib/i2c_seq_list.sv                                 `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/dv/sv/i2c_agent/seq_lib/i2c_base_seq.sv                                 `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/rtl/uart.sv                                                     `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/rtl/uart_tx.sv                                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/rtl/uart_rx.sv                                                  `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/tests/uart_base_test.sv                                      `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/tests/uart_test_pkg.sv                                       `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/cov/uart_core_cov_if.sv                                      `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/cov/uart_cov_bind.sv                                         `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/uart_env.sv                                              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/uart_env_cfg.sv                                          `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/seq_lib/uart_fifo_overflow_vseq.sv                       `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/seq_lib/uart_vseq_list.sv                                `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/seq_lib/uart_long_xfer_wo_dly_vseq.sv                    `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/seq_lib/uart_rx_parity_err_vseq.sv                       `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/seq_lib/uart_stress_all_vseq.sv                          `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/seq_lib/uart_perf_vseq.sv                                `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/seq_lib/uart_fifo_full_vseq.sv                           `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/seq_lib/uart_tx_rx_vseq.sv                               `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/seq_lib/uart_common_vseq.sv                              `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/seq_lib/uart_smoke_vseq.sv                               `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
hw/ip/uart/dv/env/uart_env_cov.sv                                          `6487 <https://github.com/lowRISC/opentitan/pull/6487>`_
